col_name,feature_importance_vals,full name,Controls percentage,ME/CFS percentage
agilent_188925,0.0,MH0316_GL0084816 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_193696,0.0,MH0205_GL0020803 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,0.0
agilent_193616,0.0,WP_000079833.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_193532,0.0,MH0185_GL0136457 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_193331,0.0,MH0212_GL0088720 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_192377,0.0,MH0160_GL0042230 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,5.0
agilent_191248,0.0,MH0436_GL0046035 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_190908,0.0,MH0381_GL0134988 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_190042,0.0,MH0345_GL0028215 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_188820,0.0,MH0039_GL0003639 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,2.5
agilent_193796,0.0,NP_831407.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_188075,0.0,MH0266_GL0084912 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_187028,0.0,MH0016_GL0069872 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_186972,0.0,MH0003_GL0102864 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_186849,0.0,MH0002_GL0061182 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_186235,0.0,YP_002343979.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_184100,0.0,MH0345_GL0028695 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_183919,0.0,WP_000079699.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_183907,0.0,NLF013_GL0054604 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_193765,0.0,MH0069_GL0021608 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_194018,0.0,MH0021_GL0035248 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_20549,0.0,MH0191_GL0175156 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,0.0
agilent_202228,0.0,MH0172_GL0038786 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_205466,0.0,764285508-stool1_revised_C976560_1_gene116637 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_205324,0.0,MH0268_GL0121737 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,0.0
agilent_204973,0.0,MH0172_GL0038786 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,5.0
agilent_204761,0.0,O2.UC30-0_GL0011820 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,5.0
agilent_204257,0.0,NP_707809.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_202992,0.0,MH0002_GL0029571 (2/2) MPA_and_EM_topgraph_220218_subsample.csv,0.0,2.5
agilent_20279,0.0,WP_001274301.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_202465,0.0,MH0002_GL0003791 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_200978,0.0,MH0006_GL0074124 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_194156,0.0,MH0442_GL0041148 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_200447,0.0,MH0002_GL0061182 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_198877,0.0,WP_000096425.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_198535,0.0,WP_003727200.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_45125,0.0,MH0006_GL0193190 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_196609,0.0,764285508-stool1_revised_C976560_1_gene116637 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_195150,0.0,MH0253_GL0013241 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_194778,0.0,MH0156_GL0000660 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_194425,0.0,MH0002_GL0039623 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_43247,0.0,WP_000373284.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_64597,0.0,MH0191_GL0175156 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_45732,0.0,MH0039_GL0003639 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,5.0
agilent_78233,0.0,MH0199_GL0113746 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_85023,0.0,MH0055_GL0027990 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,2.5
agilent_84547,0.0,MH0005_GL0013544 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,2.5
agilent_84426,0.0,MH0016_GL0069872 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_82407,0.0,NP_831419.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,2.5
agilent_81351,0.0,MH0002_GL0070268 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_80724,0.0,T2D-189A_GL0064880 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_79810,0.0,MH0113_GL0055733 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,25.0
agilent_78883,0.0,MH0006_GL0183154 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_77948,0.0,MH0006_GL0093358 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_88743,0.0,MH0069_GL0000800 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_77135,0.0,MH0002_GL0071270 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_76839,0.0,MH0436_GL0046035 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,0.0
agilent_75453,0.0,MH0004_GL0031123 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_75176,0.0,MH0021_GL0035248 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_74891,0.0,WP_000079833.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_73399,0.0,MH0193_GL0075334 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,20.0
agilent_73398,0.0,MH0001_GL0000932 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,10.0
agilent_73397,0.0,MH0003_GL0115482 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_88140,0.0,MH0082_GL0076976 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_89064,0.0,MH0006_GL0193190 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,5.0
agilent_46504,0.0,V1.CD20-4_GL0023825 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_94244,0.0,MH0092_GL0047788 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
albuminbloodb,0.0,,,
hgbbloodb,0.0,,,
wbcbloodb,0.0,,,
agilent_98440,0.0,O2.UC35-2_GL0151163 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_98226,0.0,MH0193_GL0159934 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,5.0
agilent_95339,0.0,SZEY-104A_GL0018364 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_95301,0.0,MH0069_GL0021608 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,5.0
agilent_95196,0.0,MH0111_GL0029432 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_93362,0.0,YP_002344138.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_89296,0.0,MH0006_GL0046502 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_92799,0.0,WP_020438185.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,2.5
agilent_92054,0.0,V1.CD15-3_GL0052858 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,0.0
agilent_91314,0.0,MH0094_GL0036797 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_91287,0.0,MH0021_GL0008491 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,5.0
agilent_90761,0.0,WP_003724433.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,2.5
agilent_90413,0.0,MH0369_GL0102815 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,17.5,45.0
agilent_90316,0.0,675950834-stool1_revised_C781739_1_gene91307 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_90006,0.0,MH0003_GL0009866 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_73396,0.0,MH0172_GL0065659 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,17.5
agilent_73395,0.0,MH0044_GL0005871 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,17.5
agilent_73216,0.0,WP_007886088.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,12.5,45.0
agilent_54137,0.0,MH0351_GL0061322 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_181006,0.0,NOM016_GL0039661 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_63455,0.0,WP_001295641.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_62148,0.0,MH0266_GL0084912 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_61823,0.0,MH0010_GL0007892 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_61796,0.0,MH0106_GL0035601 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,0.0
agilent_58396,0.0,WP_000067950.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_56630,0.0,MH0191_GL0175156 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_56259,0.0,T2D-105A_GL0053933 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,22.5,52.5
agilent_52732,0.0,MH0099_GL0121059 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_73215,0.0,MH0260_GL0103278 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,12.5,32.5
agilent_52386,0.0,763496533-stool1_revised_C1269561_1_gene101420 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,5.0
agilent_50787,0.0,V1.CD51-0_GL0028332 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_50247,0.0,MH0436_GL0046035 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,27.500000000000004
agilent_50246,0.0,MH0092_GL0010172 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,12.5,35.0
agilent_49697,0.0,MH0156_GL0000660 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_49262,0.0,WP_003727200.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_49213,0.0,MH0253_GL0013241 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_49035,0.0,MH0099_GL0121059 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_65203,0.0,MH0002_GL0061199 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_65265,0.0,WP_020438185.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,5.0
agilent_65619,0.0,V1.CD15-3_GL0052858 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,10.0
agilent_65646,0.0,MH0160_GL0068275 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,5.0
agilent_73214,0.0,WP_012744138.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,10.0,27.500000000000004
agilent_73213,0.0,WP_007884712.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,12.5
agilent_73129,0.0,MH0437_GL0231446 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,7.5,22.5
agilent_73128,0.0,MH0010_GL0007892 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,12.5,35.0
agilent_73127,0.0,MH0250_GL0256152 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,12.5,35.0
agilent_72410,0.0,MH0007_GL0015775 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,12.5
agilent_72400,0.0,MH0316_GL0084816 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,10.0,22.5
agilent_72399,0.0,MH0002_GL0061182 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,5.0
agilent_71860,0.0,T2D-105A_GL0053933 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,5.0
agilent_70604,0.0,WP_012744138.1 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_70381,0.0,N017A_GL0071725 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_69191,0.0,NP_707809.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_68905,0.0,MH0087_GL0033326 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_67267,0.0,WP_000146816.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_67141,0.0,MH0260_GL0103278 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_65963,0.0,MH0006_GL0183154 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_65912,0.0,MH0193_GL0159929 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_182784,0.0,MH0002_GL0039624 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_100438,0.0,MH0217_GL0022922 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_180522,0.0,NOM016_GL0039661 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_127284,0.0,WP_003721811.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_129839,0.0,MH0172_GL0065659 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,15.0,47.5
agilent_129783,0.0,MH0160_GL0068275 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_12942,0.0,MH0205_GL0020803 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_129254,0.0,MH0006_GL0074347 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_129039,0.0,V1.CD15-3_GL0052858 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_129021,0.0,NP_831419.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,5.0,0.0
agilent_128332,0.0,WP_039452061.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_128219,0.0,MH0002_GL0039623 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_128150,0.0,MH0005_GL0013534 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_128116,0.0,MH0160_GL0042230 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_127282,0.0,MH0099_GL0121059 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,2.5
agilent_129841,0.0,NP_831435.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_126612,0.0,NP_831421.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_126605,0.0,MH0003_GL0115482 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,10.0
agilent_126463,0.0,MH0205_GL0020803 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,2.5
agilent_126114,0.0,MH0092_GL0010172 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_125388,0.0,MH0001_GL0012631 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_12513,0.0,WP_000079833.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,5.0,27.500000000000004
agilent_12512,0.0,NP_310689.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,7.5,25.0
agilent_12511,0.0,WP_000079699.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,17.5
agilent_12510,0.0,WP_000079828.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,10.0,27.500000000000004
agilent_12491,0.0,WP_011078330.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,0.0,2.5
agilent_129840,0.0,MH0044_GL0005871 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,20.0,40.0
agilent_129842,0.0,MH0002_GL0061182 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_124801,0.0,WP_003721832.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,10.0,7.5
agilent_132715,0.0,MH0010_GL0014587 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,5.0,0.0
agilent_138264,0.0,WP_038939395.1 strains_non_MPA_non_topgraph_cdhit70_190118.csv,2.5,0.0
agilent_135422,0.0,MH0004_GL0031123 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
agilent_135296,0.0,MH0021_GL0035248 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_135075,0.0,MH0002_GL0003790 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,0.0,2.5
agilent_134848,0.0,MH0001_GL0012630 MPA_PNP_EM_seqs_non_topgraph_seqs_final_210318.csv,2.5,0.0
